cuisine,recipe,ingredients
American,Corn on the cob with burnt-onion ketchup,"['vegetable oil', 'onions', 'bay leaves', 'white wine vinegar', 'Worcestershire sauce', 'garlic', 'sugar', 'anchovies', 'butter', 'smoked paprika', 'sage', 'dried chilli', 'black peppercorns', 'salt', 'garlic', 'sweetcorn']"
American,Cowboy beans,"['beef dripping', 'lardons', 'onion', 'pepper', 'beef mince', 'garlic', 'mustard powder', 'cloves', 'whisky', 'chopped tomatoes', 'brown sugar', 'molasses', 'pinto beans', 'beef stock', 'black pepper']"
American,Cowboy meatballs,"['beef mince', 'oatmeal', 'milk', 'milk', 'mustard powder', 'oregano', 'garlic', 'olive oil', 'potatoes', 'onion', 'carrots', 'black pepper', 'passata', 'ketchup', 'brown sugar', 'molasses', 'chilli sauce', 'Worcestershire sauce', 'black pepper']"
American,Cranberry sauce,"['brown sugar', 'orange juice', 'cranberries', 'clementine']"
American,Creamy cockle chowder,"['cockles', 'cockles', 'lemon', 'butter', 'onion', 'celery', 'bacon', 'bay leaf', 'thyme', 'potatoes', 'plain flour', 'milk', 'chicken stock', 'leek', 'double cream', 'white wine', 'bread rolls', 'parsley', 'celery']"
American,Creole gumbo with cornbread,"['olive oil', 'chicken breasts', 'sausage', 'onion', 'celery', 'pepper', 'pepper', 'garlic', 'thyme', 'plain flour', 'chicken stock', 'chopped tomatoes', 'okra', 'prawns', 'black pepper', 'amaranth', 'spring onion', 'lime', 'butter', 'spring onions', 'sweetcorn', 'chilli', 'polenta', 'plain flour', 'baking powder', 'salt', 'soured cream', 'eggs', 'milk']"
American,Creole spiced squash with molasses chicken,"['squash', 'olive oil', 'seasoning', 'olive oil', 'seasoning', 'passata', 'molasses', 'chicken thighs', 'garlic', 'thyme', 'allspice', 'rice', 'coconut milk', 'vegetable oil', 'chickpeas']"
American,Fried chicken fingers with barbecue sauce,"['white bread', 'garlic', 'garlic', 'lemon', 'chicken breast', 'plain flour', 'egg', 'olive oil', 'olive oil', 'onion', 'garlic', 'Worcestershire sauce', 'honey', 'ketchup']"
American,Crispy potato skins,"['potatoes', 'olive oil', 'rosemary', 'salt', 'black pepper']"
American,Peanut butter cookies,"['plain flour', 'caster sugar', 'peanut butter', 'egg yolk', 'butter', 'icing sugar']"
American,Birthday cupcakes,"['butter', 'brown sugar', 'sunflower oil', 'arrowroot', 'vanilla extract', 'eggs', 'milk', 'double cream', 'plain flour', 'baking powder', 'icing sugar', 'glucose', 'condensed milk', 'vanilla extract', 'butter', 'margarine', 'icing sugar', 'double cream', 'food colouring']"
American,Curry and lime spiced popcorn,"['cumin', 'olive oil', 'curry powder', 'cinnamon', 'lime', 'sea salt']"
American,Damson cobbler,"['damsons', 'caster sugar', 'self-raising flour', 'baking powder', 'butter', 'caster sugar', 'salt', 'egg', 'buttermilk', 'flaked almonds']"
American,Double chocolate cherry brownies,"['dark chocolate', 'butter', 'eggs', 'brown sugar', 'plain flour', 'baking powder', 'cherries', 'white chocolate', 'cocoa powder']"
American,Pulled pork ,"['pork shoulder', 'bread rolls', 'onion', 'garlic', 'Tabasco', 'coriander seeds', 'English mustard', 'paprika', 'ketchup', 'Worcestershire sauce', 'treacle', 'brown sugar', 'sea salt', 'sweet potatoes', 'vegetable oil', 'thyme', 'buttermilk', 'mayonnaise', 'vinegar', 'garlic', 'carrots', 'white cabbage', 'red cabbage', 'spring onions', 'black pepper']"
American,Nigella's devil’s food cake,"['cocoa powder', 'sugar', 'butter', 'caster sugar', 'plain flour', 'baking powder', 'bicarbonate of soda', 'vanilla extract', 'eggs', 'butter', 'dark chocolate']"
American,Doughnuts,"['yeast', 'caster sugar', 'milk', 'plain flour', 'salt', 'butter', 'egg', 'vegetable oil', 'jam']"
American,Easter egg blondies ,"['butter', 'brown sugar', 'caster sugar', 'eggs', 'vanilla extract', 'sea salt', 'plain flour', 'chocolate']"
American,Easy baked eggs,"['butter', 'butter', 'spinach', 'bacon', 'eggs', 'double cream', 'parmesan', 'breadcrumbs', 'thyme']"
American,Easy brownies,"['butter', 'cocoa powder', 'eggs', 'caster sugar', 'brown sugar', 'vanilla bean paste', 'salt', 'plain flour']"
American,Chicken and chorizo jambalaya,"['olive oil', 'chicken thighs', 'sausage', 'celery', 'garlic', 'pepper', 'chopped tomatoes', 'cayenne pepper', 'basmati rice', 'chicken stock', 'black pepper']"
American,Easy no bake cheesecake,"['digestive biscuits', 'butter', 'cream cheese', 'mascarpone', 'icing sugar', 'vanilla extract']"
American,Easy pancakes,"['egg', 'milk', 'oil', 'bacon', 'egg', 'avocado', 'spinach', 'banana', 'maple syrup']"
American,Quick eggs Benedict,"['eggs', 'spinach', 'hollandaise sauce']"
American,Cheat's eggs Benedict,"['hollandaise sauce', 'eggs', 'pancetta', 'English muffins', 'butter']"
American,Eggs Benedict,"['eggs', 'white wine vinegar', 'English muffins', 'butter', 'smoked salmon', 'chives', 'butter', 'white wine vinegar', 'shallot', 'shallot', 'black peppercorns', 'bay leaf', 'egg yolks', 'sea salt', 'caster sugar']"
American,Eggs Benedict Florentine ,"['bacon', 'vinegar', 'eggs', 'English muffins', 'butter', 'spinach', 'egg yolks', 'white wine vinegar', 'butter', 'pepper']"
American,Fig Dutch baby,"['ground almonds', 'egg white', 'caster sugar', 'orange', 'flour', 'milk', 'eggs', 'cinnamon', 'salt', 'butter', 'butter', 'caster sugar', 'figs', 'thyme', 'mascarpone', 'flaked almonds', 'icing sugar']"
American,"Fillet steak with lobster tail, anchovy and tarragon dressing and crispy shallots","['shallots', 'red wine vinegar', 'olive oil', 'garlic', 'Dijon mustard', 'tarragon', 'vegetable oil', 'plain flour', 'shallots', 'black pepper', 'olive oil', 'butter', 'fillet of beef', 'garlic', 'thyme', 'broccoli', 'lobster', 'olive oil', 'butter', 'garlic', 'parsley', 'vermouth']"
American,Fish tacos 'Ensenada' ,"['chipotles', 'mayonnaise', 'soured cream', 'lime', 'pepper', 'tomatoes', 'onion', 'coriander', 'chilli', 'lime', 'vegetable oil', 'plain flour', 'baking powder', 'cod', 'white cabbage', 'avocado', 'chilli sauce']"
American,Fizzy pop cheesecakes,"['plain flour', 'butter', 'icing sugar', 'eggs', 'milk', 'cream cheese', 'caster sugar', 'soured cream', 'egg yolk', 'plain flour', 'stem ginger', 'lemon', 'double cream', 'dark chocolate', 'stem ginger', 'stem ginger', 'double cream', 'white chocolate', 'lemon', 'food colouring', 'double cream', 'white chocolate', 'egg whites', 'caster sugar', 'white chocolate', 'crystallised ginger']"
American,Fluffy American pancakes,"['plain flour', 'baking powder', 'salt', 'caster sugar', 'milk', 'egg', 'olive oil', 'maple syrup', 'butter']"
American,Four nut chocolate brownies,"['macadamia', 'Brazil nuts', 'pecan', 'hazelnuts', 'dark chocolate', 'butter', 'eggs', 'sugar', 'plain flour', 'baking powder', 'salt']"
American,French dip sandwich,"['sea salt', 'black peppercorns', 'mustard powder', 'thyme', 'sirloin', 'oil', 'butter', 'shallots', 'mushrooms', 'garlic', 'thyme', 'plain flour', 'white wine', 'beef stock', 'tarragon', 'baguettes', 'butter', 'horseradish']"
American,French dip sandwich,"['butter', 'onions', 'plain flour', 'red wine', 'soy sauce', 'tomato purée', 'beef stock', 'horseradish sauce', 'baguettes', 'roast beef', 'emmental']"
American,Fresh cranberry sauce,"['cranberries', 'caster sugar', 'orange', 'mixed spice', 'nutmeg']"
American,Fried chicken and cabbage slaw,"['chicken wings', 'yoghurt', 'coconut milk', 'ginger', 'garlic', 'oregano', 'paprika', 'black pepper', 'sea salt', 'oats', 'white cabbage', 'pepper', 'garlic', 'ginger', 'coriander', 'black pepper']"
American,Fried chicken with pumpkin and Brussels sprouts ,"['smoked paprika', 'cumin', 'white pepper', 'celery', 'garlic', 'salt', 'salt', 'chicken thighs', 'chicken', 'buttermilk', 'coconut milk', 'garlic', 'chicken', 'peanut oil', 'plain flour', 'semolina', 'white pepper', 'honey', 'soy sauce', 'vegetable oil', 'pumpkin', 'Brussels sprouts', 'olive oil', 'butter', 'apples', 'garlic', 'star anise', 'cranberries', 'parsley', 'sage', 'black pepper']"
American,"Fried chicken with fluffy American pancakes, streaky bacon and maple syrup","['chicken wings', 'buttermilk', 'vegetable oil', 'Sichuan peppercorns', 'salt', 'plain flour', 'smoked paprika', 'chilli powder', 'five-spice powder', 'plain flour', 'baking powder', 'salt', 'eggs', 'milk', 'vegetable oil', 'vegetable oil', 'bacon', 'maple syrup']"
American,Easy chocolate chip cookies,"['butter', 'brown sugar', 'sugar', 'eggs', 'vanilla extract', 'plain flour', 'baking powder', 'milk chocolate', 'sea salt']"
American,Fudgy chocolate brownies,"['black beans', 'eggs', 'cocoa powder', 'ground almonds', 'vanilla extract', 'maple syrup', 'coffee granules', 'dark chocolate']"
American,Gingerbread pancakes,"['self-raising flour', 'brown sugar', 'baking powder', 'cinnamon', 'ground ginger', 'salt', 'lemon', 'vanilla pod', 'milk', 'egg', 'sunflower oil', 'maple syrup', 'crème fraîche']"
American,Mac and cheese ,"['macaroni', 'pancetta', 'thyme', 'spring onions', 'breadcrumbs', 'parsley', 'butter', 'plain flour', 'nutmeg', 'English mustard', 'milk', 'double cream', 'dolcelatte', 'parmesan', 'black pepper']"
American,Gluten-free pizza ,"['flaxseed', 'yeast', 'baking powder', 'caster sugar', 'salt', 'olive oil', 'vinegar', 'mozzarella', 'passata', 'tomato', 'olives', 'chilli', 'pepperoni', 'peppers', 'oregano', 'rocket', 'black pepper']"
American,Griddle pan pumpkin waffles,"['pumpkin', 'milk', 'lemon', 'eggs', 'self-raising flour', 'baking powder', 'vegetable oil', 'yoghurt', 'cinnamon', 'maple syrup']"
American,"Grilled corn, shrimp and cheese with corn chips","['olive oil', 'prawns', 'shallot', 'pepper', 'spring onions', 'cream cheese', 'mayonnaise', 'cheddar', 'sweetcorn', 'black pepper']"
American,Gruyère and pancetta brioche sandwich,"['pancetta', 'maple syrup', 'brioche', 'Gruyère', 'eggs', 'caster sugar', 'milk', 'butter', 'black pepper']"
American,Guinea fowl Maryland,"['butter', 'sweetcorn', 'chicken stock', 'cauliflower', 'vegetable oil', 'paprika', 'ground ginger', 'guinea fowl', 'brandy', 'chicken stock', 'butter', 'sweetcorn', 'maple syrup', 'banana', 'double cream', 'watercress']"
American,Halloween ghost cupcakes,"['butter', 'caster sugar', 'eggs', 'vanilla extract', 'plain flour', 'self-raising flour', 'bicarbonate of soda', 'cocoa powder', 'buttermilk', 'sugar', 'golden syrup', 'eggs', 'chocolate']"
American,"Ham, egg and spinach Dutch baby","['eggs', 'milk', 'plain flour', 'spinach', 'butter', 'ham', 'black pepper', 'Parmesan']"
American,Hardcore coleslaw,"['fennel', 'celeriac', 'red cabbage', 'white cabbage', 'beetroot', 'onion', 'carrots', 'fennel seeds', 'sea salt', 'lemon', 'dill', 'chervil', 'parsley', 'garlic', 'egg yolks', 'white wine vinegar', 'English mustard', 'lemon', 'anchovies', 'caster sugar', 'vegetable oil', 'salt', 'cayenne pepper']"
American,Classic cheeseburgers,"['coriander', 'onion', 'Dijon mustard', 'egg yolk', 'olive oil', 'black pepper', 'Cheddar', 'mayonnaise', 'iceberg lettuce', 'ciabatta', 'red onion', 'beef tomato']"
American,Healthy homemade coleslaw,"['yoghurt', 'lemon', 'mustard', 'coriander', 'white cabbage', 'red cabbage', 'red onion', 'carrots', 'black pepper']"
American,Hot fudge sauce,"['sugar', 'brown sugar', 'cocoa powder', 'plain flour', 'salt', 'evaporated milk', 'butter', 'vanilla extract']"
American,How to make brownies,"['dark chocolate', 'butter', 'white chocolate', 'sugar', 'caster sugar', 'eggs', 'plain flour', 'cocoa powder', 'salt']"
American,Easy carrot cake,"['eggs', 'sunflower oil', 'carrots', 'sultanas', 'walnut', 'orange', 'self-raising flour', 'mixed spice', 'bicarbonate of soda', 'salt', 'brown sugar', 'butter', 'caster sugar', 'cream cheese']"
American,Cream cheese frosting,"['butter', 'caster sugar', 'cream cheese']"
American,Individual pecan pies,"['shortcrust pastry', 'eggs', 'salt', 'butter', 'golden syrup', 'sugar', 'vanilla extract', 'pecan', 'ice cream']"
American,Individual strawberry shortcakes,"['plain flour', 'caster sugar', 'butter', 'semolina', 'demerara sugar', 'strawberries', 'port', 'caster sugar', 'double cream', 'yoghurt', 'egg whites']"
American,Jack Monroe's flapjacks,"['margarine', 'golden syrup', 'porridge', 'mixed spice', 'sunflower seeds', 'pumpkin seeds', 'dried apricots']"
American,James Martin’s ultimate macaroni cheese,"['macaroni', 'butter', 'plain flour', 'milk', 'gorgonzola', 'cheddar', 'Caerphilly', 'nutmeg', 'pancetta', 'mozzarella', 'breadcrumbs', 'Parmesan', 'basil', 'wholegrain mustard', 'white wine vinegar', 'olive oil', 'lettuce', 'black pepper']"
American,Jerk chicken salad,"['spring onion', 'parsley', 'chilli', 'lime', 'chicken breasts', 'olive oil', 'salad leaves', 'white wine vinegar', 'seeds']"
American,Kickin' fried cauliflower ,"['onion', 'garlic', 'oregano', 'paprika', 'cayenne pepper', 'plain flour', 'cauliflower', 'potatoes', 'olive oil', 'vegetable oil', 'black pepper']"
American,Key lime pie,"['digestive biscuits', 'butter', 'caster sugar', 'eggs', 'limes', 'lime juice', 'condensed milk', 'caster sugar', 'vanilla extract', 'salt', 'cream of tartar', 'blueberries']"
American,Key lime and elderflower pie,"['digestive biscuits', 'butter', 'caster sugar', 'condensed milk', 'lime juice', 'lime', 'elderflower', 'egg yolks', 'double cream', 'icing sugar', 'mint']"
American,Key lime pie with ginger pastry,"['plain flour', 'icing sugar', 'ground ginger', 'salt', 'butter', 'olive oil', 'condensed milk', 'lime juice', 'lime', 'limes', 'eggs', 'sugar', 'stem ginger', 'lime', 'chocolate', 'mint', 'icing sugar']"
American,Easy fried chicken,"['chicken breasts', 'chicken legs', 'sunflower oil', 'oregano', 'thyme', 'rosemary', 'cayenne pepper', 'white pepper', 'salt', 'evaporated milk', 'eggs', 'barbecue sauce']"
American,Lemon drizzle cupcakes,"['eggs', 'caster sugar', 'milk', 'vegetable oil', 'plain flour', 'baking powder', 'salt', 'lemons', 'icing sugar', 'lemon', 'lemon']"
American,Lemon poppy seed cake,"['vegetable oil', 'self-raising flour', 'baking powder', 'butter', 'caster sugar', 'ground almonds', 'eggs', 'lemons', 'poppy seeds', 'lemon juice', 'caster sugar', 'lemon', 'caster sugar', 'flaked almonds', 'poppy seeds', 'icing sugar', 'lemon']"
American,Lobster thermidor,"['lobster', 'parmesan', 'butter', 'shallot', 'stock', 'white wine', 'double cream', 'English mustard', 'parsley', 'lemon', 'pepper', 'floury potatoes', 'vegetable oil']"
American,Low-fat Caesar salad,"['sourdough bread', 'olive oil', 'garlic', 'Cos lettuce', 'parmesan', 'egg yolk', 'anchovies', 'garlic', 'lemon', 'Dijon mustard', 'Parmesan', 'olive oil', 'black pepper']"
American,Macaroni cheese,"['macaroni', 'butter', 'plain flour', 'milk', 'cheddar', 'Parmesan']"
American,Packed lunch macaroni cheese,"['butter', 'plain flour', 'milk', 'cheddar', 'parmesan']"
American,Macaroni cauliflower cheese ,"['cauliflower', 'macaroni', 'butter', 'plain flour', 'milk', 'cheddar', 'black pepper']"
American,Macaroni cheese with leeks,"['macaroni', 'leeks', 'butter', 'flour', 'milk', 'mustard', 'Worcestershire sauce', 'cheddar', 'breadcrumbs', 'peas', 'black pepper']"
American,Smoky macaroni cheese,"['milk', 'bay leaf', 'onion', 'cloves', 'allspice', 'macaroni', 'salt', 'butter', 'onion', 'garlic', 'thyme', 'plain flour', 'white wine', 'chipotle', 'cheddar', 'cheddar']"
American,Mac & cheese,"['butter', 'plain flour', 'Dijon mustard', 'milk', 'double cream', 'bay leaf', 'cheddar', 'nutmeg', 'macaroni', 'pancetta', 'breadcrumbs', 'Parmesan', 'black pepper']"
American,"Maple, pecan and cranberry granola","['maple syrup', 'caster sugar', 'sunflower oil', 'vanilla extract', 'oats', 'pecans', 'almonds', 'flaked almonds', 'desiccated coconut', 'salt', 'cinnamon', 'cranberries']"
American,Marshmallow brownies,"['butter', 'dark chocolate', 'cocoa powder', 'plain flour', 'caster sugar', 'eggs', 'marshmallows']"
American,Marshmallows,"['gelatine', 'caster sugar', 'vanilla extract', 'sunflower oil', 'icing sugar', 'cornflour', 'pistachios']"
American,Fried chicken and waffles,"['chicken', 'buttermilk', 'Worcestershire sauce', 'plain flour', 'sea salt', 'paprika', 'cayenne pepper', 'black pepper', 'thyme', 'oregano', 'nut', 'butter', 'sunflower oil', 'plain flour', 'cornflour', 'baking powder', 'sugar', 'egg', 'milk', 'maple syrup', 'butter']"
American,Lemon meringue pie,"['plain flour', 'butter', 'icing sugar', 'egg', 'lemons', 'cornflour', 'caster sugar', 'egg yolks', 'egg whites', 'caster sugar', 'cornflour']"
American,Meatball sandwich,"['garlic', 'olive oil', 'onion', 'garlic', 'tomatoes', 'ketchup', 'parsley', 'black pepper', 'salad']"
American,Meatloaf,"['olive oil', 'onion', 'celery', 'carrot', 'garlic', 'beef mince', 'pork mince', 'bacon', 'oregano', 'thyme', 'garlic', 'mustard', 'breadcrumbs', 'double cream', 'egg', 'bacon', 'black pepper', 'ketchup', 'mustard', 'brown sugar', 'garlic', 'vinegar']"
American,Meatloaf roll,"['beef mince', 'sausages', 'chilli', 'garlic', 'onion', 'breadcrumbs', 'breadcrumbs', 'parsley', 'eggs', 'puff pastry', 'yeast extract', 'egg']"
American,Memphis ribs,"['black pepper', 'sea salt', 'demerara sugar', 'paprika', 'apple juice', 'whisky', 'vegetable oil', 'paprika', 'demerara sugar']"
American,Mesquite chicken with grilled peach salad,"['paprika', 'cumin', 'garlic', 'onion', 'mustard powder', 'brown sugar', 'rosemary', 'oregano', 'bay leaf', 'salt', 'olive oil', 'garlic', 'lime', 'honey', 'chicken breasts', 'red onion', 'lime', 'cumin', 'avocados', 'tomato', 'chilli', 'fresh coriander', 'black pepper', 'peaches', 'spring onions', 'olive oil', 'salad leaves', 'fennel', 'pepper', 'cucumber', 'chilli', 'mozzarella', 'mint', 'olive oil', 'sherry vinegar', 'chilli', 'honey', 'black pepper']"
American,Strawberry milkshake funnel cake,"['oil', 'self-raising flour', 'icing sugar', 'baking powder', 'milk', 'eggs']"
American,Mississippi mud pie,"['biscuits', 'butter', 'dark chocolate', 'butter', 'eggs', 'sugar', 'double cream', 'dark chocolate', 'double cream', 'golden syrup', 'icing sugar']"
American,Momma's meat jambalaya,"['olive oil', 'onion', 'peppers', 'garlic', 'chorizo', 'chicken', 'chilli', 'rice', 'chilli powder', 'turmeric', 'spices', 'chicken stock', 'green beans', 'crayfish', 'black pepper']"
